Unnamed: 0	population_den	Area	female_per	children_living_with_single_parents	owner_occupied	some_college_more	dropped_out_schoolOrCollege	sep_wid_div	unemp	debt_housing_units	housing_retirement_income	females_per_tier1_jobs	household_income_less_than_20k	household_size_greater_than_equal_3	age_35_to_54	family_household	household_self_emp	hh_dividends	yr_built	electricity_cost_per	gross_rent	pool_publicTransport	bike
"Block Group 1, Census Tract 103.02, Saline County, Arkansas"	365.1	2.09	0.51	0	256	0.79	0	0.07	0	0.61	0.53	0.76	0.96	0.42	0.25	0.84	0.09	0.26	1986	0.1	0	0.09	0
"Block Group 2, Census Tract 103.02, Saline County, Arkansas"	1683.8	1.93	0.45	0.31	794	0.53	0	0.16	0.02	0.72	0.1	0.49	0.86	0.36	0.32	0.67	0.04	0.09	1994	0.52	0.2	0.1	0
"Block Group 1, Census Tract 103.03, Saline County, Arkansas"	859.6	1.81	0.52	0.16	452	0.68	0	0.08	0.01	0.81	0.12	0.46	0.98	0.61	0.34	0.91	0.02	0.19	2006	0.48	0	0.09	0
"Block Group 2, Census Tract 103.03, Saline County, Arkansas"	1438.2	1.29	0.5	0.15	605	0.7	0	0.2	0.02	0.58	0.26	0.39	0.87	0.35	0.24	0.74	0.08	0.36	1974	0.27	0.13	0.04	0
"Block Group 3, Census Tract 103.03, Saline County, Arkansas"	898.8	0.76	0.47	0	204	0.84	0	0.07	0.01	0.75	0.29	0.69	0.92	0.54	0.17	0.86	0.09	0.33	1979	0.15	0	0.29	0
"Block Group 1, Census Tract 104.05, Saline County, Arkansas"	447.6	3.31	0.51	0.18	396	0.55	0	0.14	0.01	0.57	0.49	0.36	0.9	0.44	0.22	0.9	0.03	0.3	2001	0.88	0	0.09	0
"Block Group 2, Census Tract 104.05, Saline County, Arkansas"	86.8	22.23	0.55	0.46	550	0.7	0.17	0.19	0.07	0.78	0.25	0.3	0.94	0.66	0.29	0.85	0.16	0.2	1989	0.93	0.43	0.07	0
"Block Group 3, Census Tract 104.05, Saline County, Arkansas"	203.6	5.89	0.43	0.88	371	0.42	0	0.36	0.04	0.44	0.26	0.44	0.85	0.31	0.36	0.78	0.13	0.13	1992	0.92	0.36	0.09	0
"Block Group 1, Census Tract 104.06, Saline County, Arkansas"	455.3	5.6	0.46	0.29	668	0.32	0	0.38	0.02	0.51	0.17	0.45	0.94	0.63	0.32	0.79	0.08	0.15	1999	0.8	0	0.14	0
"Block Group 2, Census Tract 104.06, Saline County, Arkansas"	138.7	11.19	0.46	0.34	474	0.5	0	0.15	0	0.49	0.2	0.45	0.89	0.48	0.26	0.85	0.03	0.28	1997	0.87	0	0.22	0
"Block Group 3, Census Tract 104.06, Saline County, Arkansas"	361.7	4.78	0.54	0.49	662	0.61	0	0.37	0.03	0.4	0.17	0.63	0.87	0.32	0.34	0.58	0.15	0.17	1995	0.81	0.46	0.03	0
"Block Group 1, Census Tract 104.07, Saline County, Arkansas"	170.8	7.65	0.51	0.23	454	0.51	0	0.2	0.04	0.39	0.19	0.55	0.76	0.24	0.23	0.73	0.15	0.12	1996	0.56	0	0.21	0
"Block Group 2, Census Tract 104.07, Saline County, Arkansas"	74.7	44.79	0.44	0.13	1075	0.54	0	0.24	0.03	0.6	0.16	0.59	0.91	0.42	0.34	0.72	0.05	0.12	1999	0.75	0.31	0.07	0
"Block Group 1, Census Tract 104.08, Saline County, Arkansas"	2871.7	0.74	0.53	0.58	783	0.67	0	0.28	0.02	0.95	0.12	0.43	0.76	0.54	0.3	0.7	0.1	0.08	2000	0.64	0	0.09	0
"Block Group 2, Census Tract 104.08, Saline County, Arkansas"	533.8	2.36	0.49	0.09	383	0.39	0.13	0.21	0.07	0.35	0.49	0.26	1	0.39	0.41	0.77	0.11	0.17	1983	0.14	0	0.07	0
"Block Group 3, Census Tract 104.08, Saline County, Arkansas"	484.9	8.25	0.48	0.23	1269	0.54	0.08	0.17	0.04	0.68	0.06	0.56	0.87	0.59	0.33	0.83	0.17	0.12	1999	0.81	0.26	0.08	0
"Block Group 1, Census Tract 104.09, Saline County, Arkansas"	275.7	4.72	0.61	0	440	0.44	0	0.22	0.01	0.56	0.26	0.35	0.82	0.29	0.21	0.61	0.17	0.14	1986	0.58	0	0.12	0
"Block Group 2, Census Tract 104.09, Saline County, Arkansas"	625.5	3.13	0.48	0.31	486	0.23	0.12	0.3	0	0.62	0.08	0.31	0.79	0.53	0.19	0.69	0.02	0.13	1978	0.72	0.59	0.03	0
"Block Group 1, Census Tract 104.10, Saline County, Arkansas"	281.7	9.58	0.63	0.26	904	0.63	0	0.21	0.02	0.61	0.1	0.49	0.79	0.47	0.21	0.66	0	0.01	2002	0.56	0.66	0.1	0
"Block Group 1, Census Tract 104.11, Saline County, Arkansas"	1512	1.26	0.57	0.17	574	0.83	0	0.13	0.03	0.39	0.14	0.8	0.9	0.47	0.3	0.76	0.02	0.11	1998	0.57	0	0.02	0
"Block Group 2, Census Tract 104.11, Saline County, Arkansas"	1899.9	0.85	0.58	0.34	443	0.5	0	0.29	0.07	0.76	0.44	0.43	0.94	0.48	0.25	0.75	0.02	0.13	1984	0.34	0	0.21	0
"Block Group 3, Census Tract 104.11, Saline County, Arkansas"	1446	0.5	0.55	0	240	0.69	0	0.26	0	0.48	0.23	0.74	0.89	0.3	0.32	0.54	0.16	0.2	1988	0.4	0.01	0.1	0
"Block Group 4, Census Tract 104.11, Saline County, Arkansas"	1065.4	1.28	0.53	0.13	501	0.97	0	0.2	0	0.8	0.12	0.48	0.97	0.44	0.39	0.7	0.1	0.24	2002	0.17	0	0.02	0
"Block Group 1, Census Tract 105.07, Saline County, Arkansas"	56.6	22.63	0.44	0.08	499	0.65	0	0.21	0.03	0.73	0.23	0.58	0.84	0.38	0.28	0.72	0.08	0.1	1993	0.78	0	0.13	0
"Block Group 2, Census Tract 105.07, Saline County, Arkansas"	20.2	49.18	0.54	0.28	349	0.5	0	0.11	0	0.45	0.33	0.77	0.97	0.37	0.29	0.88	0.03	0.31	1987	0.72	0	0.06	0
"Block Group 3, Census Tract 105.07, Saline County, Arkansas"	21	66.9	0.49	0	392	0.24	0	0.14	0.03	0.36	0.12	0.15	0.66	0.37	0.22	0.77	0.03	0.2	1990	0.81	0	0.79	0
"Block Group 1, Census Tract 105.08, Saline County, Arkansas"	33	42.68	0.48	0	488	0.43	0	0.06	0	0.39	0.12	0.55	0.68	0.27	0.25	0.85	0.11	0.08	1993	0.57	0	0	0
"Block Group 2, Census Tract 105.08, Saline County, Arkansas"	70.1	18.34	0.5	0.33	517	0.5	0	0.22	0.04	0.64	0.42	0.68	0.85	0.31	0.24	0.79	0.08	0.09	1996	0.78	0	0.02	0
"Block Group 3, Census Tract 105.08, Saline County, Arkansas"	130.6	17.23	0.53	0.18	741	0.8	0	0.11	0.01	0.67	0.32	0.66	0.92	0.39	0.22	0.82	0.07	0.28	2000	0.74	0.34	0.19	0
"Block Group 1, Census Tract 105.09, Saline County, Arkansas"	405.6	9.37	0.49	0.12	1293	0.66	0	0.15	0.04	0.67	0.19	0.75	0.91	0.48	0.35	0.83	0.17	0.2	2009	0.7	0.41	0.12	0
"Block Group 2, Census Tract 105.09, Saline County, Arkansas"	672.7	2.72	0.52	0.06	533	0.62	0	0.14	0.03	0.57	0.24	0.74	0.96	0.57	0.24	0.81	0.15	0.17	1992	0.54	0.33	0.05	0
"Block Group 1, Census Tract 105.11, Saline County, Arkansas"	171.4	9.27	0.49	0.13	524	0.67	0	0.11	0	0.65	0.33	0.66	1	0.4	0.28	0.88	0.17	0.17	2003	0.59	0	0.15	0
"Block Group 2, Census Tract 105.11, Saline County, Arkansas"	747.4	3.86	0.51	0.35	580	0.73	0.88	0.11	0.01	0.68	0.13	0.44	0.98	0.4	0.29	0.69	0.18	0.12	1998	0.72	0	0.09	0
"Block Group 3, Census Tract 105.11, Saline County, Arkansas"	397.3	3.02	0.49	0	577	0.57	0	0.21	0	0.52	0.23	0.24	0.86	0.29	0.23	0.66	0.18	0.31	1980	0.32	0	0	0
"Block Group 1, Census Tract 105.12, Saline County, Arkansas"	308.9	7.65	0.55	0.07	722	0.6	0.11	0.18	0.01	0.65	0.24	0.5	0.97	0.44	0.29	0.64	0.05	0.19	1994	0.44	0	0.04	0
"Block Group 2, Census Tract 105.12, Saline County, Arkansas"	99.2	8.66	0.51	0.59	377	0.59	0	0.29	0	0.44	0.3	0.4	0.87	0.29	0.3	0.66	0.06	0.07	2002	0.71	0	0.15	0
"Block Group 1, Census Tract 105.13, Saline County, Arkansas"	123.4	10.37	0.49	0.59	355	0.47	0	0.07	0.05	0.55	0.17	0.65	0.84	0.52	0.11	0.92	0.06	0.18	1997	0.23	0.61	0.2	0
"Block Group 2, Census Tract 105.13, Saline County, Arkansas"	82.7	18.8	0.45	0.27	473	0.55	0	0.18	0.04	0.8	0.13	0.75	0.85	0.45	0.24	0.76	0.2	0.04	2000	0.45	0.03	0.26	0
"Block Group 1, Census Tract 105.14, Saline County, Arkansas"	65	16.24	0.55	0.09	313	0.41	0.12	0.17	0	0.54	0.26	0.37	0.81	0.33	0.2	0.84	0.11	0.26	1994	0.69	0	0.02	0
"Block Group 2, Census Tract 105.14, Saline County, Arkansas"	314	6.61	0.39	0	508	0.53	0.47	0.16	0.03	0.61	0.31	0.36	0.85	0.34	0.24	0.56	0.09	0.18	2000	0.66	0.28	0.18	0
"Block Group 1, Census Tract 105.15, Saline County, Arkansas"	564.3	1.81	0.52	0	498	0.95	0	0.15	0	0.34	0.51	0.72	0.81	0.07	0.08	0.71	0.06	0.3	1996	0.95	0	0.1	0
"Block Group 2, Census Tract 105.15, Saline County, Arkansas"	651.4	2.38	0.57	0	646	0.77	0	0.2	0	0.38	0.67	0.66	0.99	0.11	0.08	0.73	0.12	0.48	1999	0.96	0	0	0
"Block Group 1, Census Tract 105.16, Saline County, Arkansas"	151.8	4.83	0.6	0	313	0.71	0	0.29	0	0.57	0.69	0.55	0.95	0	0.11	0.66	0.05	0.34	1991	1	0	0	0
"Block Group 2, Census Tract 105.16, Saline County, Arkansas"	244.8	4.77	0.51	0	583	0.85	0	0.15	0.05	0.48	0.66	0.28	1	0.1	0.02	0.72	0.1	0.52	1994	0.88	0	0.08	0
"Block Group 1, Census Tract 105.17, Saline County, Arkansas"	462.1	4.26	0.47	0	1021	0.67	0	0.12	0	0.45	0.72	0.86	0.92	0.04	0.08	0.85	0.03	0.41	2008	0.93	0	0.17	0
"Block Group 2, Census Tract 105.17, Saline County, Arkansas"	5.8	195.3	0.44	0.09	415	0.73	0	0.09	0.03	0.3	0.46	0.23	0.95	0.27	0.3	0.86	0.05	0.25	2004	0.89	0	0.16	0
"Block Group 1, Census Tract 105.18, Saline County, Arkansas"	2425.6	0.7	0.47	0.13	474	0.8	0.17	0.21	0	0.79	0.17	0.58	0.97	0.4	0.29	0.77	0.2	0.28	2006	0.28	0	0.03	0
"Block Group 2, Census Tract 105.18, Saline County, Arkansas"	2188.1	0.7	0.54	0.72	394	0.59	0	0.17	0	0.64	0.26	0.63	0.88	0.42	0.21	0.85	0.14	0.09	2000	0.27	0.08	0.07	0
"Block Group 1, Census Tract 105.19, Saline County, Arkansas"	935.7	1.88	0.58	0.43	362	0.7	0	0.27	0.03	0.67	0.43	0.55	0.95	0.36	0.22	0.8	0.28	0.35	2005	0.68	0.27	0.12	0
"Block Group 2, Census Tract 105.19, Saline County, Arkansas"	1989.3	1.81	0.56	0.13	1245	0.75	0	0.17	0	0.73	0.19	0.52	0.93	0.55	0.26	0.75	0.06	0.15	1997	0.3	0.36	0.04	0
"Block Group 1, Census Tract 105.20, Saline County, Arkansas"	1455.3	1.39	0.51	0.55	552	0.6	0	0.18	0.04	0.76	0.1	0.32	0.95	0.45	0.29	0.84	0.05	0.09	2003	0.75	0	0.11	0
"Block Group 1, Census Tract 106.01, Saline County, Arkansas"	437.3	1.72	0.38	0.17	221	0.32	0	0.31	0.04	0.46	0.15	0.58	0.62	0.26	0.28	0.5	0.04	0.08	1969	0.46	0	0.05	0
"Block Group 2, Census Tract 106.01, Saline County, Arkansas"	1245.6	0.52	0.44	0	164	0.72	0.2	0.12	0.02	0.56	0.34	0.43	0.76	0.24	0.3	0.31	0.16	0	1950	0.31	0.26	0.12	0
"Block Group 3, Census Tract 106.01, Saline County, Arkansas"	1338.4	1.6	0.52	0.5	253	0.36	0	0.21	0.01	0.67	0.05	0.15	0.66	0.25	0.27	0.42	0.06	0.04	1968	0.47	0.2	0.04	0
"Block Group 1, Census Tract 106.02, Saline County, Arkansas"	206.9	6.8	0.54	0.31	379	0.53	0	0.38	0.05	0.38	0.29	0.71	0.8	0.24	0.24	0.58	0.06	0.07	1986	0.53	0.01	0.03	0
"Block Group 2, Census Tract 106.02, Saline County, Arkansas"	69.7	13.78	0.43	0.09	159	0.37	0.18	0.18	0.08	0.57	0.09	0.07	0.64	0.34	0.14	0.78	0.13	0.17	1992	0.31	0	0	0
"Block Group 1, Census Tract 9501, Scott County, Arkansas"	5.4	132.02	0.52	0	154	0.43	0	0.16	0	0.4	0.32	0.76	0.96	0.35	0.16	0.85	0.43	0.12	1976	0.42	0	0.03	0
"Block Group 2, Census Tract 9501, Scott County, Arkansas"	25	39.93	0.49	0.09	364	0.49	0.2	0.22	0.04	0.45	0.14	0.52	0.79	0.41	0.3	0.72	0.11	0.13	1980	0.7	0.32	0.11	0
"Block Group 3, Census Tract 9501, Scott County, Arkansas"	3	214.98	0.48	0.04	352	0.27	0	0.42	0.01	0.4	0.08	0.76	0.68	0.25	0.35	0.47	0.05	0.17	1966	0.43	0	0.06	0
"Block Group 4, Census Tract 9501, Scott County, Arkansas"	25.5	58.65	0.51	0	445	0.39	0	0.18	0	0.45	0.23	0.31	0.91	0.47	0.15	0.75	0.19	0.13	1982	0.47	0	0.19	0
"Block Group 1, Census Tract 9502, Scott County, Arkansas"	167.3	8.03	0.48	0.82	285	0.31	0	0.25	0.07	0.47	0.16	0.28	0.67	0.24	0.33	0.61	0.19	0.09	1973	0.6	0.27	0.03	0.02
"Block Group 2, Census Tract 9502, Scott County, Arkansas"	217.6	4.8	0.45	0.39	295	0.35	0.66	0.15	0.08	0.44	0.19	0.4	0.68	0.31	0.29	0.67	0.08	0.05	1981	0.52	0.35	0.07	0
"Block Group 3, Census Tract 9502, Scott County, Arkansas"	405.8	3.84	0.42	0.5	346	0.38	0.12	0.23	0.05	0.54	0.25	0.41	0.87	0.37	0.15	0.66	0.03	0.1	1971	0.48	0.24	0.35	0
"Block Group 1, Census Tract 9503, Scott County, Arkansas"	4.5	262.58	0.45	0.27	400	0.41	0	0.16	0.02	0.41	0.26	0.45	0.87	0.23	0.21	0.61	0.22	0.11	1988	0.64	0.03	0.07	0
"Block Group 2, Census Tract 9503, Scott County, Arkansas"	5.6	168.03	0.42	0.05	268	0.54	0	0.2	0.02	0.34	0.21	0.65	0.75	0.45	0.25	0.75	0.17	0.12	1991	0.59	0.42	0.15	0
"Block Group 1, Census Tract 9701, Searcy County, Arkansas"	3.2	188.34	0.46	0	215	0.36	0	0.21	0	0.09	0.35	0.82	0.75	0.35	0.29	0.69	0.05	0.1	1968	0.37	0.61	0.04	0
"Block Group 2, Census Tract 9701, Searcy County, Arkansas"	11.7	65.84	0.47	0.09	203	0.58	0	0.18	0	0.31	0.28	0.23	0.87	0.46	0.27	0.76	0.08	0.16	1976	0.38	0	0.33	0
"Block Group 3, Census Tract 9701, Searcy County, Arkansas"	12.5	57.57	0.44	0.05	209	0.58	0	0.2	0.03	0.32	0.31	0.37	0.72	0.39	0.29	0.6	0	0.04	1978	0.46	0.04	0.19	0
"Block Group 1, Census Tract 9702, Searcy County, Arkansas"	45.8	21.21	0.46	0.2	222	0.48	0	0.24	0	0.51	0.08	0.5	0.77	0.35	0.19	0.77	0.16	0.14	1974	0.68	0.26	0.25	0
"Block Group 2, Census Tract 9702, Searcy County, Arkansas"	72.9	13.17	0.54	0.8	226	0.37	0	0.35	0.02	0.27	0.31	0.47	0.62	0.29	0.19	0.59	0.13	0.15	1976	0.58	0.18	0.11	0
"Block Group 3, Census Tract 9702, Searcy County, Arkansas"	16.8	38.86	0.63	0	214	0.26	0	0.17	0	0.18	0.2	0.34	0.43	0.23	0.08	0.71	0.06	0.07	1976	0.68	0.4	0.1	0
"Block Group 4, Census Tract 9702, Searcy County, Arkansas"	13.5	82.69	0.53	0.09	337	0.26	0	0.25	0	0.14	0.29	0.27	0.71	0.3	0.31	0.68	0.11	0.08	1980	0.35	0.13	0.36	0
"Block Group 1, Census Tract 9703, Searcy County, Arkansas"	6.1	94.7	0.47	0.36	185	0.51	0	0.1	0	0.27	0.29	0.69	0.91	0.38	0.19	0.86	0.25	0.11	1990	0.14	0	0.04	0
"Block Group 2, Census Tract 9703, Searcy County, Arkansas"	17.7	40.11	0.46	0.38	150	0.38	0.29	0.28	0.09	0.23	0.22	0.15	0.66	0.37	0.21	0.65	0.07	0.09	1978	0.62	0.22	0.22	0
"Block Group 3, Census Tract 9703, Searcy County, Arkansas"	12.6	63.35	0.47	0.17	223	0.43	0.93	0.26	0.07	0.17	0.33	0.67	0.86	0.25	0.19	0.76	0.16	0.08	1983	0.47	0	0	0
"Block Group 1, Census Tract 1, Sebastian County, Arkansas"	1332.3	1.07	0.54	0.69	144	0.28	0	0.22	0.06	0.39	0.11	0.08	0.8	0.75	0.29	0.81	0.1	0	1959	0.51	0.09	0.16	0
"Block Group 2, Census Tract 1, Sebastian County, Arkansas"	3663.1	0.3	0.52	0.11	163	0.27	0.21	0.24	0.08	0.78	0.42	0.15	0.77	0.66	0.35	0.71	0.05	0	1956	0.4	0.32	0.1	0
"Block Group 3, Census Tract 1, Sebastian County, Arkansas"	3291.9	0.19	0.5	0.21	104	0.55	0	0.26	0.03	0.85	0.06	0.15	0.58	0.54	0.31	0.76	0.18	0.28	1977	0.78	0.11	0.39	0
"Block Group 4, Census Tract 1, Sebastian County, Arkansas"	4396.9	0.38	0.56	0.59	259	0.27	0	0.29	0	0.86	0.22	0.6	0.7	0.51	0.21	0.84	0	0.04	1978	0.51	0.43	0.14	0
"Block Group 5, Census Tract 1, Sebastian County, Arkansas"	1774.5	0.16	0.31	1	119	0.33	0	0.66	0	0	0.34	0.58	0.93	0.07	0	0.34	0.18	0	1957	0.41	0.17	0	0
"Block Group 6, Census Tract 1, Sebastian County, Arkansas"	1923.8	0.58	0.55	0.79	100	0.27	0.48	0.31	0.07	0.43	0.06	0.52	0.6	0.65	0.15	0.74	0.07	0.08	1981	0.7	0.21	0.27	0
"Block Group 1, Census Tract 2, Sebastian County, Arkansas"	223.2	5.13	0.48	0.07	324	0.32	0	0.19	0	0.69	0.13	0.28	0.77	0.49	0.4	0.65	0.04	0.16	1968	0.42	0.24	0.07	0
"Block Group 2, Census Tract 2, Sebastian County, Arkansas"	3630.2	0.23	0.5	0.41	222	0.1	0	0.4	0.11	0.82	0.24	0.05	0.74	0.53	0.3	0.57	0	0	1958	0.43	0.44	0.04	0
"Block Group 3, Census Tract 2, Sebastian County, Arkansas"	4434.5	0.38	0.51	0.66	258	0.2	0	0.27	0.04	0.21	0.17	0.08	0.82	0.52	0.24	0.82	0.03	0.07	1970	0.59	0.25	0.28	0
"Block Group 4, Census Tract 2, Sebastian County, Arkansas"	4948.7	0.29	0.65	0.98	207	0.25	0.09	0.27	0.02	0.45	0.22	0.14	0.78	0.7	0.24	0.77	0.07	0	1958	0.6	0	0.09	0
"Block Group 5, Census Tract 2, Sebastian County, Arkansas"	2291.9	0.22	0.62	1	101	0.39	0	0.26	0	0.51	0.28	0.19	0.66	0.27	0.04	0.77	0.09	0.03	1990	0.3	0.09	0.25	0
"Block Group 1, Census Tract 3, Sebastian County, Arkansas"	2548.4	0.63	0.48	0.24	354	0.3	0.13	0.22	0.09	0.33	0.2	0.22	0.93	0.52	0.28	0.7	0.13	0.06	1950	0.5	0.09	0.07	0
"Block Group 2, Census Tract 3, Sebastian County, Arkansas"	389.4	1.84	0.43	0	71	0.51	0	0.31	0.07	0.24	0.17	0.2	0.67	0.13	0.22	0.34	0.04	0.23	1957	0.72	0.16	0.21	0
"Block Group 1, Census Tract 4, Sebastian County, Arkansas"	5741.3	0.14	0.56	0.33	145	0.22	0	0.15	0.02	0.86	0.09	0.03	0.45	0.7	0.28	0.84	0.03	0	1960	0.9	0.34	0.31	0
"Block Group 2, Census Tract 4, Sebastian County, Arkansas"	1629.6	0.3	0.53	0.16	111	0.41	0	0.29	0.02	0.15	0.19	0.36	0.68	0.27	0.33	0.47	0.04	0.13	1949	0.48	0.23	0.04	0
"Block Group 3, Census Tract 4, Sebastian County, Arkansas"	3192.1	0.11	0.33	0	37	0.13	0	0.41	0.03	0.73	0.14	0.13	0.98	0.05	0.31	0.31	0.15	0.03	1954	0.65	0.02	0.52	0
"Block Group 4, Census Tract 4, Sebastian County, Arkansas"	5811.8	0.3	0.52	0.76	301	0.16	0	0.17	0.16	0.43	0.17	0.25	0.83	0.56	0.37	0.77	0.08	0.03	1955	0.29	0.6	0.22	0
"Block Group 1, Census Tract 5.01, Sebastian County, Arkansas"	3605.5	0.41	0.65	0.65	233	0.45	0.28	0.33	0.01	0.68	0.28	0.06	0.52	0.36	0.13	0.44	0	0.01	1979	0.5	0.04	0.01	0
"Block Group 2, Census Tract 5.01, Sebastian County, Arkansas"	9991.9	0.17	0.43	0.47	236	0.13	0	0.11	0.01	0.33	0.07	0	0.59	0.7	0.35	0.87	0.17	0.06	1959	0.39	0.1	0.1	0
"Block Group 3, Census Tract 5.01, Sebastian County, Arkansas"	5300	0.21	0.56	0.37	183	0.25	0	0.26	0.06	0.67	0.19	0.26	0.71	0.46	0.23	0.66	0.03	0.08	1954	0.53	0.2	0.24	0
"Block Group 4, Census Tract 5.01, Sebastian County, Arkansas"	5852.4	0.23	0.4	0.37	205	0.65	0	0.19	0	0.5	0.2	0.34	0.81	0.51	0.1	0.66	0.08	0.06	1958	0.47	0	0.07	0
"Block Group 1, Census Tract 5.02, Sebastian County, Arkansas"	2883.1	0.37	0.58	0.74	144	0.36	0	0.3	0.06	0.67	0.23	0.18	0.81	0.49	0.19	0.71	0.04	0.12	1979	0.39	0.06	0.11	0
"Block Group 2, Census Tract 5.02, Sebastian County, Arkansas"	3066	0.43	0.53	0.02	352	0.33	0	0.22	0.03	0.62	0.57	0.28	0.92	0.6	0.28	0.84	0.18	0.04	1964	0.17	0.87	0	0
"Block Group 3, Census Tract 5.02, Sebastian County, Arkansas"	2212.9	0.32	0.53	0.32	294	0.53	0	0.46	0.01	0.42	0.42	0.25	0.86	0.35	0.12	0.51	0.07	0.09	1957	0.45	0.33	0.32	0
"Block Group 1, Census Tract 6, Sebastian County, Arkansas"	272.1	2.99	0.47	0.58	161	0.61	0	0.4	0.02	0.4	0.28	0.27	0.65	0.09	0.12	0.45	0.02	0.17	1975	0.53	0.04	0.19	0
"Block Group 2, Census Tract 6, Sebastian County, Arkansas"	3175.3	0.44	0.49	0.6	154	0.65	0	0.26	0.08	0.94	0.26	0.64	0.8	0.25	0.23	0.5	0.28	0.2	1979	0.47	0.1	0	0
"Block Group 3, Census Tract 6, Sebastian County, Arkansas"	1996.9	0.98	0.55	0	520	0.83	0	0.14	0.02	0.59	0.25	0.29	0.98	0.46	0.23	0.65	0.06	0.42	1973	0.1	0	0.13	0
"Block Group 4, Census Tract 6, Sebastian County, Arkansas"	1992	0.44	0.48	0	223	0.64	0	0.28	0.06	0.26	0.25	0.77	0.81	0.12	0.02	0.59	0.11	0.23	1972	0.29	0.19	0.12	0
"Block Group 1, Census Tract 7, Sebastian County, Arkansas"	6482	0.14	0.57	0.32	127	0.34	0	0.11	0	0.06	0.04	0.22	0.82	0.6	0.2	0.85	0.04	0.22	1971	0.68	0	0.06	0
"Block Group 2, Census Tract 7, Sebastian County, Arkansas"	4092.8	0.2	0.51	0.16	143	0.49	0	0.19	0.02	0.82	0.12	0.31	0.6	0.22	0.33	0.6	0.02	0.04	1973	0.61	0.22	0.08	0
"Block Group 3, Census Tract 7, Sebastian County, Arkansas"	5157.8	0.16	0.17	0.21	15	0.35	0.61	0.15	0.08	0.27	0.12	0.58	0.8	0.45	0.24	0.56	0.07	0.07	1974	0.79	0.04	0.21	0
"Block Group 4, Census Tract 7, Sebastian County, Arkansas"	2871.8	0.2	0.48	0	149	0.81	0	0.03	0	0.95	0.29	0.45	0.92	0.18	0.05	0.7	0	0.41	1956	0.41	0	0.4	0
"Block Group 5, Census Tract 7, Sebastian County, Arkansas"	2609	0.36	0.56	0	217	0.49	0	0.23	0.05	0.6	0.26	0.53	0.69	0.22	0.42	0.56	0.18	0.19	1971	0.29	0	0.11	0
"Block Group 6, Census Tract 7, Sebastian County, Arkansas"	4221.3	0.26	0.57	0.31	61	0.47	0	0.11	0.02	0.8	0.16	0.24	0.91	0.32	0.21	0.85	0	0.03	1989	0.82	0.05	0	0
"Block Group 1, Census Tract 8, Sebastian County, Arkansas"	2261.1	0.32	0.4	0.8	20	0.39	0	0.44	0	1	0.23	0.17	0.52	0.1	0.32	0.23	0	0	1943	0.85	0.33	0.16	0.1
"Block Group 2, Census Tract 8, Sebastian County, Arkansas"	9333.9	0.15	0.45	0.55	137	0.33	0	0.25	0.09	0.15	0.02	0.24	0.61	0.56	0.18	0.61	0.01	0	1948	0.51	0.15	0.23	0
"Block Group 3, Census Tract 8, Sebastian County, Arkansas"	4138.7	0.18	0.5	0	107	0.44	0	0.48	0.05	0.35	0.4	0.44	0.62	0.14	0.27	0.28	0.03	0.05	1972	0.75	0.37	0.22	0
"Block Group 4, Census Tract 8, Sebastian County, Arkansas"	5873.1	0.15	0.47	0.7	138	0.45	0	0.21	0.06	0.42	0.22	0.22	0.78	0.47	0.35	0.73	0.05	0.18	1947	0.47	0.09	0.18	0
"Block Group 5, Census Tract 8, Sebastian County, Arkansas"	4233.3	0.17	0.55	0.42	186	0.51	0	0.22	0.07	0.64	0.14	0.4	0.67	0.21	0.2	0.65	0.03	0.16	1948	0.48	0.54	0.06	0
"Block Group 1, Census Tract 10.01, Sebastian County, Arkansas"	4057	0.36	0.44	0.76	307	0.43	0.15	0.26	0.01	0.52	0.1	0.4	0.94	0.54	0.32	0.83	0.04	0.14	1949	0.5	0	0.05	0
"Block Group 2, Census Tract 10.01, Sebastian County, Arkansas"	5082.8	0.17	0.55	0.48	196	0.51	0	0.34	0	0.71	0.1	0.52	0.96	0.41	0.24	0.55	0.07	0.17	1956	0.17	0.09	0	0
"Block Group 3, Census Tract 10.01, Sebastian County, Arkansas"	5222.2	0.3	0.34	0.95	154	0.62	0	0.39	0.11	0.62	0.15	0.82	0.94	0.41	0.26	0.53	0	0.1	1952	0.57	0.06	0.13	0
"Block Group 4, Census Tract 10.01, Sebastian County, Arkansas"	1326.3	0.28	0.43	1	106	0.59	0	0.43	0	1	0.28	0	0.67	0	0.26	0.23	0.26	0.19	1948	0.59	0.17	0.18	0
"Block Group 5, Census Tract 10.01, Sebastian County, Arkansas"	1775.5	0.13	0.52	0	0	0.36	0	0.66	0.06	0	0.19	0.55	0.77	0.29	0.26	0.19	0	0	1973	0.87	0.08	0.14	0
"Block Group 1, Census Tract 10.02, Sebastian County, Arkansas"	2624	0.48	0.45	0.15	427	0.78	0.08	0.33	0.02	0.63	0.41	0.72	0.95	0.26	0.13	0.75	0.26	0.32	1951	0.37	0.13	0.08	0
"Block Group 2, Census Tract 10.02, Sebastian County, Arkansas"	2412.7	0.5	0.46	0.04	378	0.77	0	0.18	0.02	0.41	0.26	0.51	0.94	0.38	0.21	0.7	0.14	0.31	1972	0.2	0.22	0.14	0.01
